AI,Industry,Status,Facility,sic,Facility Name,Physical Address,Municipality,County,State,Zip,Latitude,Longitude,NO_tpy,CO_tpy,VOC_tpy,PM10_tpy,SO2_tpy
456,O&G-Compressor Station,Closed,Minor,4922,YatesPetroleum - Avalon Compresson Station GCP1-2385,3.5 miles N of Carlsbad,Carlsbad,Eddy,NM,88220,32.487692,-104.271113,,,,,
457,O&G-Compressor Station,Closed,Notice of Intent,4922,Burton Flats 7 Federal No2 Compressor Station,10 miles N of Carlsbad,Carlsbad,Eddy,NM,88220,32.594433,-104.598312,,,,,
458,O&G-Compressor Station,Closed,Notice of Intent,4922,Parkway 15 Compressor Station,17 miles NE of Carlsbad,Carlsbad,Eddy,NM,88220,32.655804,-104.087322,,,,,
459,O&G-Compressor Station,Closed,Notice of Intent,1311,Palmillo 18 State No1 Compressor Station,15 miles NE Carlsbad,Carlsbad,Eddy,NM,88220,32.660244,-104.586289,,,,,
460,O&G-Tank Battery/Bulk Fuel Storage,Closed,No Permit Required,1311,Mesquite Tank Battery,3 miles S of HWY 18,Hobbs,Eddy,NM,88240,32.487692,-104.271113,17.69,3.60,24.59,,
461,MUNI-Wastewater,Closed,Minor,2899,Artesia (City of) - Wastewater Treatment Plant,1702 N Haldeman Road,Artesia,Eddy,NM,88210    ,32.856667,-104.343611,,,,,
463,O&G-Compressor Station,Closed,Minor,4922,West Indian Basin Unit No1-Y Compressor Station GCP1-2432,21 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,32.473333,-104.626389,,,,,
464,O&G-Compressor Station,Closed,Minor,4922,State No 6 Compressor Station,17.4 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,32.421128,-104.566116,,,,,
465,O&G-Compressor Station,Closed,Minor,4922,Bogle Flats No 21 Compressor Station,20.7 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,32.39243,-104.618345,,,,,
467,O&G-Compressor Station,Closed,Notice of Intent,4922,Barnaval Draw Compressor Station,5 miles E of Loco Hills,Loco Hills,Eddy,NM,88255,32.863145,-104.07131,,,,,
468,O&G-Gas Plant,Closed,Minor,1311,Segrest Gas Treatment Facility,31 km WNW Carlsbad,Carlsbad,Eddy,NM,,32.526253,-104.742348,,,,,
470,O&G-Compressor Station,Closed,Minor,4922,Little Box State No2 Compressor Station,30 miles SW Artesia,Artesia,Eddy,NM,87210,32.52208,-104.748471,,,,,
471,O&G-Compressor Station,Closed,Notice of Intent,4922,Sweet Thing State 36 No1 Compressor Station,30 miles SW of Artesia,Artesia,Eddy,NM,87210,32.510085,-104.749526,,,,,
472,O&G-Compressor Station,Closed,Minor,4922,Marathon Oil Company - AG Station,21 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,32.46542,-104.58464,,,,,
473,O&G-Compressor Station,Closed,Minor,4922,Fed 28-1 Compressor Station,20 miles W of Carlsbad,Carlsbad,Eddy,NM,88220,32.448329,-104.608536,,,,,
474,O&G-Gas Plant,Closed,Minor,1311,Bogle Flats No16 Compressor Station GCP1-2473,22 miles W of Carlsbad,Carlsbad,Eddy,NM,,32.392328,-104.586134,,,,,
476,O&G-Compressor Station,Closed,Minor,4922,Stakeholder - Toe Bar Compressor Station GCP1-2508,5.5 miles W of Lovington,Lovington,Eddy,NM,,32.935499,-103.439195,,,,,
477,O&G-Compressor Station,Closed,Minor,4922,"Winston Lease Battery and CS, GCP1-2485",24 miles NW of Carlsbad,Carlsbad,Eddy,NM,,32.438194,-104.539389,,,,,
484,O&G-Compressor Station,Closed,Minor,4922,Mewbourne Oil - Waukesha F1197G No2162,3 miles N of Carlsbad,Carlsbad,Eddy,NM,88241,32.524175,-104.232384,,,,,
486,O&G-Compressor Station,Closed,Notice of Intent,4922,Nasser Federal No1 Compressor Station,30 miles SW of Artesia,Artesia,Eddy,NM,82210,32.51096,-104.763681,,,,,
487,O&G-Compressor Station,Closed,Minor,1311,Conoco State Compressor Station,18 miles W of Carlsbad,Carlsbad,Eddy,NM,,32.422059,-104.574619,,,,,
488,O&G-Gas Plant,Closed,No Permit Required,1311,Texmack 11 Federal Central Facility,7 miles WNW of Maljamar,Maljamar,Eddy,NM,,32.854024,-103.84273,,,,,
489,O&G-Gas Plant,Closed,Notice of Intent,1311,Chevron - Yates Federal 8 No2 Gas Plant,About 16 miles SE of Malaga,Malaga,Eddy,NM,88263,32.053366,-103.905205,,,,,
490,O&G-Compressor Station,Closed,Notice of Intent,4922,Empire 18 State Compressor Station No1,8 miles W of Loco Hills,Loco Hills,Eddy,NM,,32.831843,-104.107959,,,,,
492,O&G-Compressor Station,Closed,No Permit Required,4922,Baldridge Canyon 6 State No1Compressor Station,7  miles NW of Whites City,Whites City,Eddy,NM,88268,32.24106,-104.427939,,,,,
494,O&G-Compressor Station,Closed,,4922,LG and E - Cabin Lake Compressor Station,Not on file,Hobbs,Eddy,NM,99999,,,,,,,
495,ENRG-Power Plant,Closed,,4911,Eddy County Generating Station,11 miles E Artesia,Artesia,Eddy,NM,88210,32.815599,-104.243773,,,,,
496,O&G-Compressor Station,Closed,Minor,4922,Sweet Thing Federal Unit No2 Compressor Station,23 miles S of Hope,Hope,Eddy,NM,88250,32.519935,-104.740237,,,,,
497,O&G-Compressor Station,Closed,Minor,4922,Red Lake Compressor Station,5 miles NE of Loco Hills,Loco Hills,Eddy,NM,,32.863679,-104.070343,,,,,
503,O&G-Compressor Station,Closed,Notice of Intent,4922,Cougar Federal No1 Compressor Station,9 miles SSE of Loco Hills,Loco Hills,Eddy,NM,,32.7069,-104.0397,,,,,
505,O&G-Compressor Station,Closed,Notice of Intent,4922,Ranch Hand 5 Fee Compressor No1,2 miles S of Carlsbad,Carlsbad,Eddy,NM,,32.331948,-104.218076,,,,,
506,O&G-Compressor Station,Closed,Minor,4922,"Transwestern Booster Station, GCP1-2598",2 miles NE Loco Hills,Loco Hills,Eddy,NM,88255,32.840567,-104.02024,,,,,
508,O&G-Compressor Station,Closed,Notice of Intent,4922,Little Box Federal No5 Compressor Station,27 miles SW of Artesia,Artesia,Eddy,NM,88210,32.528966,-104.745534,,,,,
515,O&G-Compressor Station,Closed,Notice of Intent,1311,Fren 8 Federal Com No2 Compressor Station,7 miles SE of Loco Hills,Loco Hills,Eddy,NM,88255,32.765889,-109.886028,,,,,
517,O&G-Compressor Station,Closed,Minor,1311,B And C 25 Federal Unit No2A,26 miles south of Hope,Hope,Eddy,NM,88250,,,,,,,
529,CON-Asphalt Plant,Closed,Synthetic Minor,2951,Southwest Concrete and Paving - 90TPH Asphalt Plant No0337,Not on file,Silver City,Grant,NM,88062,32.781778,-108.260194,,,,,
530,MINING-Mill Facility,Closed,Synthetic Minor,1021,Cyprus Metals Co - Pinos Altos,9.5 miles N of Silver City,Pinos Altos,Grant,NM,88053,32.878085,-108.220946,,,,,
531,MINING-Copper Mine,Closed,Synthetic Minor,1021,Freeport McMoRan Cobre Mining Company,303 Fierro Rd,Hanover,Grant,NM,88041    ,32.86153,-108.087879,,,,,
532,CON-Concrete Batch Plant,Closed,Notice of Intent,3273,Southwest Conc and Paving - Concrete Batch Plant No1424,1 mile N of Bayard,Bayard,Grant,NM,88023,32.759037,-108.139256,,,,,
533,CON-Materials,Closed,Synthetic Minor,1442,Wl Maintainance - 100TPH Cedarapids Crusher No 1389,2 miles W of Hanover,Hanover,Grant,NM,88049,32.812847,-108.126852,,,,,
534,CON-Concrete Batch Plant,Closed,Notice of Intent,3273,Southwest Concrete and Paving - 35 Cu Yd Concrete Batch Plant NOI 1643,1955 Hilltop Rd,Silver City,Grant,NM,88062,32.782481,-108.260226,,,,,
536,FOR-Wood Product/Processor,Closed,Synthetic Minor,2499,Tierra Alta Fuels - Wood Pellet Plant,610 N Silver St,Silver City,Grant,NM,88061,32.777783,-108.170686,,,,,
541,CON-Asphalt Plant,Closed,,,New Mexico (State of) Highway and Tansportation Department - Bayard Street Right of Way,Not on File,Santa Fe,Grant,NM,99999,,,,,,,
551,CON-Materials,Closed,,1442,WW Construction - Crusher No2109,unknown location,Vaughn,Guadalupe,NM,,,,,,,,
552,ENRG-Power Plant,Closed,,4911,TNP Technology - Repowering Project,0.6 miles N of I-10 IN Lordsburg,Lordsburg,Hidalgo,NM,88045,32.33765,-108.694453,,,,,
555,O&G-Loading/Unloading Rack,Closed,Synthetic Minor,4612,Lordsburg Pumping Station,8 miles E Lordsburg,Lordsburg,Hidalgo,NM,88045,32.307805,-108.546513,,,,,
556,O&G-Loading/Unloading Rack,Closed,Synthetic Minor,5171,Road Forks Station,I 10 AND US Hwy 80,Road Forks,Hidalgo,NM,88045,32.224854,-108.951982,,,,,
557,ENRG-Power Plant,Closed,,4911,Lordsburg Repowering Project,0.6 miles N of I-10 IN Lordsburg,Lordsburg,Hidalgo,NM,88045,32.350347,-108.698381,,,,,
564,MFG-Chemical,Closed,,2819,DLD Resources - Monument HCl Plant,3.5 miles W of Monument,Monument,Lea,NM,88265,32.613482,-103.310849,,,,,
566,O&G-Compressor Station,Closed,Major-Title V ,4922,Eunice A Compressor Station,1 mile N of Oil Center,Oil Center,Lea,NM,88240,32.508686,-103.29791,,,,,
567,O&G-Loading/Unloading Rack,Closed,,1311,El Paso Natural Gas - Jal No1,1200 South 3rd Street,Jal,Lea,NM,88252,32.066421,-103.209758,,,,,
574,O&G-Compressor Station,Closed,,4922,McDonald Compressor Station,8 miles SW of Tatum on SR 18,Tatum,Lea,NM,88267,33.160041,-103.380863,,,,,
575,O&G-Compressor Station,Closed,Minor,4922,Hobbs Compressor Station,1 mile W on US 62,Hobbs,Lea,NM,88240,32.695235,-103.159975,,,,,
578,O&G-Gas Plant,Closed,Minor,1321,American Processing - Hobbs Gas Plant,1.7 km Narkansas US 62/180,Hobbs,Lea,NM,88240,32.713317,-103.358046,,,,,
579,O&G-Compressor Station,Closed,,4922,Kemnitz Booster Station,12 miles WSW of Lovington,Lovington,Lea,NM,88260,32.904568,-103.58333,,,,,
580,O&G-Compressor Station,Closed,Minor,4922,East Maljamar Compressor Station,21 miles SW of Lovington,Lovington,Lea,NM,88260,32.800709,-103.494205,,,,,
582,O&G-Tank Battery/Bulk Fuel Storage,Closed,,4612,Gulf Oil - Permian Basin Tank Battery,1 mile W of Hobbs,Hobbs,Lea,NM,88240,32.68841,-103.18678,,,,,
584,ENRG-Power Plant,Closed,Major-Title V ,4911,Lea County Electric COOP - Lovington Station,US 82 in Lovington,Lovington,Lea,NM,88260,32.978865,-103.319974,,,,,
590,O&G-Compressor Station,Closed,Major-Title V ,4922,Northern Natural Gas - Eunice Compressor Station,5 miles S of Eunice on Hwy 207,Eunice,Lea,NM,88231,32.363286,-103.156105,,,,,
591,O&G-Compressor Station,Closed,,4922,Lea No19 Compressor Station,4 miles SW of Eunice,Eunice,Lea,NM,88231,32.391026,-103.20338,,,,,
594,O&G-Gas Plant,Closed,No Permit Required,1311,Shell Western E and P - Natural Gas Processing,22 miles NW of Jal,Jal,Lea,NM,88252,32.259137,-103.460755,,,,,
596,O&G-Compressor Station,Closed,,4922,Hobbs Booster Station,Us Hwy 62/180,Hobbs,Lea,NM,88240,32.701733,-103.172642,,,,,
597,O&G-Gas Plant,Closed,Synthetic Minor,4922,Snakebite Booster Station,0.5 miles SE of Buckeye,Buckeye,Lea,NM,88206,32.800889,-103.495167,,,,,
599,O&G-Compressor Station,Closed,Major-Title V ,,DCP - Lusk Booster Station,15 miles S of Maljamar,Maljamar,Lea,NM,88264,32.652278,-103.804692,,,,,
611,O&G-Compressor Station,Closed,,4922,Gladiola Compressor Station,11 miles E of Tatum on US 380,Tatum,Lea,NM,88267,33.285374,-103.122985,,,,,
614,O&G-Compressor Station,Closed,Synthetic Minor,4922,Skaggs/McGee Compressor Station,7 miles SE of Monument,Monument,Lea,NM,88265,32.585121,-103.216563,224.00,28.00,9.00,,
615,O&G-Gas Plant,Closed,,1311,Bough 153 Station,US 380,Lovington,Lea,NM,88260,33.530603,-103.307222,,,,,
616,O&G-Compressor Station,Closed,,4922,Crossroads Compressor Station,Not on File,Tatum,Lea,NM,882670000,33.516591,-103.406548,,,,,
617,O&G-Compressor Station,Closed,,4922,Epperson Booster,15 miles WNW of Tatum,Tatum,Lea,NM,88267,33.349051,-103.570797,,,,,
618,O&G-Tank Battery/Bulk Fuel Storage,Closed,,4612,El Paso Natural Gas - Tank Batteries,1 mile W of Hobbs,Hobbs,Lea,NM,88240,32.68841,-103.18678,,,,,
619,O&G-Tank Battery/Bulk Fuel Storage,Closed,No Permit Required,1311,Hobbs Tank Battery No0621,5 miles S of Hobbs,Hobbs,Lea,NM,88240,32.669755,-103.144502,,,,,
627,O&G-Tank Battery/Bulk Fuel Storage,Closed,Minor,4612,Lynch Pump Station,5 miles SW of Hobbs,Hobbs,Lea,NM,88240,32.531967,-103.65629,,,,,
634,O&G-Compressor Station,Closed,Minor,4922,"Compressor Station No139, GCP1-0442",10 miles SW of Jal,Jal,Lea,NM,88252,32.104224,-103.336191,,,,,
635,O&G-Compressor Station,Closed,Synthetic Minor,4922,DCP Midstream - Rattlesnake Compressor Station,20 miles SSW Jal,Jal,Lea,NM,882520000,32.034923,-103.570415,,,,,
636,O&G-Compressor Station,Closed,Minor,4922,Grama Ridge Booster Station,10 miles W of Eunice,Eunice,Lea,NM,882310000,32.393743,-103.405319,,,,,
637,O&G-Compressor Station,Closed,Minor,4922,Warren Mckee Compressor Station,unknown location,Eunice,Lea,NM,,32.533881,-106.104711,,,,,
640,O&G-Compressor Station,Closed,Synthetic Minor,4922,Kemnitz Wolf Compressor Station,10.6 miles E Maljamar,Hobbs,Lea,NM,88240,32.90107,-103.593008,,,,,
643,O&G-Gas Plant,Closed,Minor,1311,Bell Lake 2 Well No6,23 miles NW Jal,Jal,Lea,NM,88252,32.331792,-103.502022,,,,,
644,O&G-Compressor Station,Closed,,4922,Wilson Deep Compressor Station,15 miles E of US 62 on 176,Hobbs,Lea,NM,882400000,32.484581,-103.456928,,,,,
645,O&G-Compressor Station,Closed,,4922,Llano 34 State Comp No1,25 miles SW Hobbs,Hobbs,Lea,NM,882400000,32.349445,-103.469853,,,,,
646,O&G-Compressor Station,Closed,Minor,4922,Hobbs Nng Redel Compressor Station,8 miles W of Hobbs,Hobbs,Lea,NM,88241,32.698923,-103.29324,,,,,
647,O&G-Gas Plant,Closed,Synthetic Minor,1321,DCP - Hobbs-Apex Facility,10 miles W Hobbs US 62,Hobbs,Lea,NM,882400000,32.7059,-103.307478,,,,,
648,O&G-Compressor Station,Closed,,4922,Citation Oil and Gas - Antelope Ridge Compressor Station,18 miles NW of Jal,Jal,Lea,NM,88252,32.259394,-103.481982,,,,,
650,O&G-Tank Battery/Bulk Fuel Storage,Closed,Synthetic Minor,1311,Myers Langlie Tank Battery,7 miles N Jal,Jal,Lea,NM,88252,32.237286,-103.174575,,,,,
651,O&G-Compressor Station,Closed,Synthetic Minor,4922,Apex Booster Station,10 miles West of Hobbs,Hobbs,Lea,NM,88240,32.708157,-103.309066,,,,,
652,O&G-Compressor Station,Closed,Synthetic Minor,4922,Grama Ridge 1a Compressor Station,24 miles W of Eunice,Eunice,Lea,NM,88231,32.41257,-103.468788,24.60,32.10,2.20,,
653,O&G-Gas Plant,Closed,,1311,Citation Oil and Gas - Antelope Ridge Gas Plant,22 miles NW of Jal,Jal,Lea,NM,88252,32.259137,-103.460755,,,,,
654,O&G-Compressor Station,Closed,Minor,4922,Llano Inc - Compressor Station,20 miles W Eunice,Eunice,Lea,NM,88231,32.349445,-103.469853,,,,,
656,O&G-Compressor Station,Closed,Synthetic Minor,4922,State Comm 23-1 Compressor Station,19 miles NW of Jal,Jal,Lea,NM,88252,32.294816,-103.428293,,,,,
659,O&G-Compressor Station,Closed,,4922,Block 19 Compressor Station,4 miles SE of Eunice,Jal,Lea,NM,88252,32.327909,-103.204628,,,,,
662,O&G-Compressor Station,Closed,Notice of Intent,4922,Yates Petroleum- Livingston Ridge CS,32 miles E of Carlsbad,Carlsbad,Lea,NM,88220,32.400961,-103.722027,,,,,
663,O&G-Compressor Station,Closed,Synthetic Minor,1311,Teague Switch Compressor Station,10 miles S of Eunice on Hwy 18,Eunice,Lea,NM,88231,32.28275,-103.20021,,,,,
671,O&G-Compressor Station,Closed,Minor,4922,Enstor Operating Co - Grama Ridge No4 Compressor Station,28 miles SW of Hobbs,Hobbs,Lea,NM,88240,32.435075,-103.465217,11.86,14.84,5.95,,
675,O&G-Compressor Station,Closed,Minor,4922,Ranger Lake Compressor Station,10 miles W of Tatum,Tatum,Lea,NM,88267,33.244355,-103.487713,,,,,
676,O&G-Compressor Station,Closed,Minor,4922,DA Compressor Station,10 miles W of Eunice,Eunice,Lea,NM,88231,32.429862,-103.408512,,,,,
677,O&G-Compressor Station,Closed,Minor,4922,Duke Energy - Buckeye Compressor Station,3.2 miles S of Hobbs,Buckeye,Lea,NM,88240,32.780948,-103.500944,,,,,
679,O&G-Compressor Station,Closed,Major-Title V ,1311,DCP - Quail Booster Station,3 miles SE of Eunice,Eunice,Lea,NM,88231,32.397978,-103.123504,,,,,
685,O&G-Compressor Station,Closed,Minor,4922,Conoco Inc - Exxon Compressor Station,14 miles W of Eunice,Carlsbad,Lea,NM,882310000,32.394143,-103.437206,,,,,
686,O&G-Tank Battery/Bulk Fuel Storage,Closed,Notice of Intent,1311,BF Harrison B Tank Battery,26 miles S of Hobbs,Hobbs,Lea,NM,88240,32.318281,-103.162329,,,,,
687,O&G-Compressor Station,Closed,Minor,4922,Comanche Compressor Station,20 miles W of Oil Center,Oil Center,Lea,NM,88266,32.480755,-103.592139,,,,,
692,MINING-Mill Facility,Closed,Major-Title V ,1474,Intrepid Potash North,Hwy 243 6 miles FROM Hwy 62/180,Carlsbad,Lea,NM,88220,32.571047,-103.800997,,,,,
694,O&G-Tank Battery/Bulk Fuel Storage,Closed,Notice of Intent,1311,WH Rhodes 'B' Tank Battery,2 miles SE of Jal,Jal,Lea,NM,88252,32.002389,-103.147489,,,,,
695,O&G-Compressor Station,Closed,,4922,Chiso Bcd Compressor Station,20 miles SW of Eunice,Eunice,Lea,NM,88231,32.389687,-103.441535,,,,,
696,O&G-Compressor Station,Closed,Synthetic Minor,4922,Ojo Chiso No3 Compressor Station,21 miles SW of Eunice,Eunice,Lea,NM,88231,32.358125,-103.442077,,,,,
699,O&G-Compressor Station,Closed,Synthetic Minor,4922,Durango Midstream -  Anderson Ranch Compressor Station,6 miles N of Maljamar,Maljamar,Lea,NM,88264,32.93601,-103.740054,,,,,
700,O&G-Compressor Station,Closed,Minor,4922,Geronimo Compressor Station,26 km S of Maljamar,Maljamar,Lea,NM,88264,32.62272,-103.709292,,,,,
703,O&G-Compressor Station,Closed,Minor,4922,Bilbrey Compressor Station,26 miles NE of Loving,Loving,Lea,NM,88256,32.421299,-103.682393,,,,,
705,O&G-Compressor Station,Closed,No Permit Required,4922,Top Hat 26 Compressor Station,8 miles SW of Hobbs,Hobbs,Lea,NM,88240,32.537149,-103.634917,,,,,
706,O&G-Compressor Station,Closed,Minor,4922,Pinnacle Natural Gas - Shoebar Compressor Station,8 km S of Lovington,Lovington,Lea,NM,88260,32.830859,-103.452032,,,,,
708,O&G-Compressor Station,Closed,,4922,Red Tank Compressor Station,43 km W of Eunice,Eunice,Lea,NM,88231,32.367512,-103.628971,,,,,
709,O&G-Compressor Station,Closed,Synthetic Minor,4922,Vaca Compressor Station,20 miles W of Jal,Jal,Lea,NM,88252,32.136372,-103.528549,,,,,
710,O&G-Compressor Station,Closed,,4922,Texaco Bilbrey Compressor Station,27 miles NE of Loving,Loving,Lea,NM,88256,32.42042,-103.684533,,,,,
711,O&G-Tank Battery/Bulk Fuel Storage,Closed,Synthetic Minor,1311,Thomas Station Alt No1Tank Battery,28 miles W of Jal,Jal,Lea,NM,88252,32.133445,-103.671708,,,,,
715,O&G-Compressor Station,Closed,Minor,4922,WGI Compressor Station,35 km NW of Jal,Jal,Lea,NM,88252,32.259559,-103.495779,,,,,
718,O&G-Compressor Station,Closed,Synthetic Minor,4922,Forcenergy Partners - Shoebar Compressor Station,6 miles SW of Lovington,Lovington,Lea,NM,82260,32.899636,-103.330025,,,,,
719,O&G-Compressor Station,Closed,,4922,Siete Compressor Station,30 miles NE of Lovington,Lovington,Lea,NM,88260,32.744437,-103.795055,,,,,
723,CON-Asphalt Plant,Closed,Synthetic Minor,2951,Armstrong Construction Co - Barber Green DM55,W Bender,Hobbs,Lea,NM,88240,33.067118,-103.182263,,,,,
724,O&G-Tank Battery/Bulk Fuel Storage,Closed,Synthetic Minor,1311,Anderson Ranch Station,15 miles W of Lovington,Lovington,Lea,NM,88260,32.019562,-103.73794,,,,,
729,O&G-Compressor Station,Closed,Minor,4922,Jal South Compressor Station,2.4 km southeast of Jal,Jal,Lea,NM,88252,32.085417,-103.171444,,,,,
732,O&G-Compressor Station,Closed,Notice of Intent,4922,Tomahawk Compressor Station,21 miles S of Maljamar,Maljamar,Lea,NM,88264,32.546544,-103.669917,,,,,
733,O&G-Compressor Station,Closed,Minor,4922,Lee Compressor Station,15 miles NW of Hobbs,Hobbs,Lea,NM,88240,32.82572,-103.401914,,,,,
737,O&G-Tank Battery/Bulk Fuel Storage,Closed,Synthetic Minor,4612,Crouch Tank Battery,15 miles W of Hobbs,Hobbs,Lea,NM,88240,32.742546,-103.386326,,,,,
738,O&G-Compressor Station,Closed,Synthetic Minor,4922,Maljamar Booster Station,25 miles NW of Hobbs,Lovington,Lea,NM,88240,32.81905,-103.680823,,,,,
741,O&G-Compressor Station,Closed,Synthetic Minor,4922,EOG Resources - Triste Compressor Station,22 miles W of Jal,Jal,Lea,NM,,32.165278,-103.560278,,,,,
742,O&G-Compressor Station,Closed,,4922,Bright Compressor Station,30 km N of Maljamar,Maljamar,Lea,NM,88264,32.649374,-103.670528,,,,,
745,O&G-Compressor Station,Closed,Notice of Intent,4922,North Bilbrey Federal 7 No1 Compressor Station,37 miles SW of Hobbs,Hobbs,Lea,NM,88240,32.514066,-103.669331,,,,,
748,O&G-Compressor Station,Closed,Synthetic Minor,4922,Roline Compressor Station,15 km S of Hobbs,Hobbs,Lea,NM,88240,32.54437,-103.142827,,,,,
751,O&G-Tank Battery/Bulk Fuel Storage,Closed,Notice of Intent,1311,Dustbuster Tank Battery No2054,20 miles W of Hobbs,Hobbs,Lea,NM,88240,32.773957,-103.598215,,,,,
754,O&G-Compressor Station,Closed,Synthetic Minor,4922,Stakeholder - Shoebar Compressor Station,6 miles WSW of Lovington,Lovington,Lea,NM,88260,32.90859,-103.46565,,,,,
757,O&G-Compressor Station,Closed,Minor,4922,Querecho Federal 28 No1 Compressor Station,11 miles S of Maljamar,Maljamar,Lea,NM,88264,32.713557,-103.773066,,,,,
761,O&G-Compressor Station,Closed,Synthetic Minor,4922,Pitchfork Ranch Compressor Station No 2194,18.2 miles NW of Jal,Jal,Lea,NM,88252,32.180124,-103.490724,,,,,
762,O&G-Compressor Station,Closed,Minor,4922,Federal East No1 Compressor Station,11 miles S of Maljamar,Maljamar,Lea,NM,88264,32.724189,-103.753714,,,,,
764,O&G-Compressor Station,Closed,Notice of Intent,1311,Read and Stevens Compressor Station,22.4 miles SW of Hobbs,Hobbs,Lea,NM,,32.582248,-103.554333,,,,,
766,O&G-Compressor Station,Closed,Minor,4922,South Antelope Ridge Compressor Station,30 miles SW of Eunice,Eunice,Lea,NM,88321,32.259176,-103.463939,,,,,
767,O&G-Compressor Station,Closed,Synthetic Minor,4922,Duke Energy Field Services - White Superior 8G825 No2254,22.5 miles NW of Jal,Jal,Lea,NM,88252,,,,,,,
796,O&G-Compressor Station,Closed,Minor,1321,Zia Gas Plant,15 mi WSW of Arkansas Junction,Buckeye,Lea,NM,,32.652458,-103.797357,,,,,
801,O&G-Compressor Station,Closed,Minor,4922,"Stakeholder- Vada Compressor Station, GCP1-2459",8 miles WNW of Tatum,Tatum,Lea,NM,,33.382921,-103.456109,,,,,
802,O&G-Gas Plant,Closed,Minor,1311,"EOG - Pitchfork Ranch Delivery Point, GCP1-2472 ",23 miles W of Jal,Jal,Lea,NM,,32.133473,-103.537607,,,,,
803,O&G-Compressor Station,Closed,Minor,4922,Pitchfork Ranch Delivery Point Compressor Station,unknown location,Jal,Lea,NM,99999,,,,,,,
804,O&G-Gas Plant,Closed,Minor,1311,Red Tank Dehy Compressor Station,50 miles NE of Loving,Loving,Lea,NM,99999,32.311684,-103.662283,,,,,
806,O&G-Compressor Station,Closed,Notice of Intent,4922,Panther Martin No1 Compressor Station,4.6 miles W of Lovington,Lovington,Lea,NM,,32.94983,-103.445682,,,,,
815,O&G-Gas Plant,Closed,Minor,1311,Eunice Dehydrator Station,10 miles W of Eunice,Eunice,Lea,NM,88231,32.492209,-105.085142,,,,,
816,O&G-Compressor Station,Closed,Minor,4922,Bagley Compressor Station,15.2 miles NW of Tatum,Tatum,Lea,NM,88267,33.323405,-103.567886,,,,,
824,O&G-Compressor Station,Closed,,4922,Phillips State R 1 Compressor Station,unknown location,Roswell,Lea,NM,,,,,,,,
833,ENRG-Power Plant,Closed,Major-Title V ,4911,Ethan North Lovington Transfer Unit,NE corner of US 82 & NM 206,Lovington,Lea,NM,88260,32.97906,-103.321747,,,,,
844,O&G-Compressor Station,Closed,No Permit Required,4922,Transwestern Pipeline Co - Compressor Station No8,NE Capitan,Capitan,Lincoln,NM,88316,33.981542,-105.432995,,,,,
846,CON-Asphalt Plant,Closed,Minor,2951,Bill McCarty Construction - Asphalt Plant No0513,Not on file,Ruidoso,Lincoln,NM,88345,33.335561,-105.682259,,,,,
853,MFG-Regeneration,Closed,Minor,2819,Carizozo Carbon Regeneration Facility,Not on file,Carrizozo,Lincoln,NM,,33.628376,-105.874295,,,,,
857,CON-Asphalt Plant,Closed,Minor,2951,Paul Parker Construction - Asphalt Drum Mix,Not on file,Los Alamos,Los Alamos,NM,87544,35.868575,-106.329088,,,,,
859,CON-Concrete Batch Plant,Closed,Minor,3273,Sundt - 700TPH Concrete Batch Plant No2446,"Township 19N, Range 6E, Section 27 ",Los Alamos,Los Alamos,NM,,,,,,,,
866,MINING-Mill Facility,Closed,Synthetic Minor,1021,Phelps Dodge - Deming Tailings,3 miles NW  of Deming,Deming,Luna,NM,88030,32.291492,-107.803482,,,,,
867,O&G-Compressor Station,Closed,Major-Title V ,4922,Deming Compressor Station,21km W Deming,Deming,Luna,NM,88030,32.255472,-107.998278,,,,,
869,CON-Asphalt Plant,Closed,Synthetic Minor,2951,Ribble Contracting - 60TPH Asphalt Plant No1559,5.5 miles S & 2 miles E of Deming,Deming,Luna,NM,88030,32.157728,-107.735755,,,,,
874,MINING-Rock Crusher,Closed,Synthetic Minor,1442,O'Kelley Sand and Gravel - 20 TPH Crusher NSR 2107,4.5 M SE of Deming,Deming,Luna,NM,88031,32.238826,-107.738184,,,,,
881,MINING-Screening Plant,Closed,,1211,Savage Brothers Coal - Loading,1 mile N of Gallup on US 66,Gallup,McKinley,NM,87415,35.53956,-108.760852,,,,,
883,O&G-Compressor Station,Closed,No Permit Required,4922,Gallup Compressor Station,7 miles N of Tohatchi,Gallup,McKinley,NM,87325,35.895291,-108.650048,2806.1,390.6,81.6,5,
885,CON-Concrete Batch Plant,Closed,Synthetic Minor,3273,Gallup Sand and Gravel - Concrete Plant No2,Near Reserve,Gallup,McKinley,NM,87301,35.516175,-108.08885,,,,,
886,CON-Asphalt Plant,Closed,Synthetic Minor,2951,Hamilton Brothers - 150TPH Asphalt No0011,66 Twin Buttes Rd,Gallup,McKinley,NM,87301,35.525772,-108.845051,,,,,
887,O&G-Gas Plant,Closed,,2819,Quivira Mining Company,Hwy 605 To Hwy 509,Grants,McKinley,NM,87020,35.416409,-107.823853,,,,36,2978
